position,AM
minutes,2547.0
passes_completed,579.0
passes,841.0
dribbles_completed,46.0
dribbles,82.0
passes_completed_short,322.0
passes_short,393.0
passes_completed_medium,201.0
passes_medium,289.0
passes_completed_long,39.0
passes_long,99.0
passes_total_distance,8700.0
passes_free_kicks,6.0
through_balls,2.0
passes_pressure,228.0
passes_switches,18.0
crosses,82.0
corner_kicks,6.0
passes_intercepted,28.0
passes_blocked,44.0
dispossessed,51.0
goals,15.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,70.0
shots_on_target,32.0
sca,80.0
gca,12.0
xg,9.9
crosses_into_penalty_area,11.0
passes_into_final_third,40.0
passes_into_penalty_area,43.0
progressive_passes,67.0
carry_progressive_distance,4650.0
assisted_shots,39.0
fouled,39.0
pens_won,1.0
tackles,46.0
interceptions,18.0
blocks,41.0
tackles_won,26.0
dribble_tackles,11.0
dribbles_vs,60.0
pressures,562.0
pressure_regains,153.0
clearances,9.0
errors,1.0
aerials_won,7.0
aerials_lost,20.0
ball_recoveries,155.0
pens_conceded,0.0
fouls,38.0
cards_yellow_red,0.0
