position,RM
minutes,90
passes_completed,34
passes,46
dribbles_completed,1
dribbles,1
passes_completed_short,9
passes_short,14
passes_completed_medium,17
passes_medium,20
passes_completed_long,7
passes_long,11
passes_total_distance,755
passes_free_kicks,0
through_balls,0
passes_pressure,8
passes_switches,1
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,2
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,7
passes_into_penalty_area,1
progressive_passes,11
carry_progressive_distance,77
assisted_shots,0
fouled,0
pens_won,0
tackles,3
interceptions,2
blocks,0
tackles_won,3
dribble_tackles,0
dribbles_vs,3
pressures,40
pressure_regains,15
clearances,1
errors,0
aerials_won,2
aerials_lost,2
ball_recoveries,14
pens_conceded,0
fouls,1
cards_yellow_red,0
