position,LW
minutes,45
passes_completed,29
passes,32
dribbles_completed,0
dribbles,0
passes_completed_short,13
passes_short,14
passes_completed_medium,11
passes_medium,12
passes_completed_long,4
passes_long,5
passes_total_distance,577
passes_free_kicks,0
through_balls,0
passes_pressure,8
passes_switches,2
crosses,1
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,2
gca,1
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,3
passes_into_penalty_area,1
progressive_passes,6
carry_progressive_distance,84
assisted_shots,0
fouled,1
pens_won,0
tackles,0
interceptions,0
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,8
pressure_regains,2
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,1
pens_conceded,0
fouls,0
cards_yellow_red,0
