position,LM
minutes,203.0
passes_completed,67.0
passes,100.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,29.0
passes_short,31.0
passes_completed_medium,25.0
passes_medium,39.0
passes_completed_long,12.0
passes_long,25.0
passes_total_distance,1336.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,27.0
passes_switches,5.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,6.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,5.0
gca,0.0
xg,0.0
crosses_into_penalty_area,2.0
passes_into_final_third,5.0
passes_into_penalty_area,2.0
progressive_passes,4.0
carry_progressive_distance,268.0
assisted_shots,2.0
fouled,3.0
pens_won,0.0
tackles,1.0
interceptions,2.0
blocks,6.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,29.0
pressure_regains,9.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,3.0
ball_recoveries,18.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
