position,LB
minutes,992.0
passes_completed,409.0
passes,568.0
dribbles_completed,7.0
dribbles,13.0
passes_completed_short,151.0
passes_short,175.0
passes_completed_medium,195.0
passes_medium,246.0
passes_completed_long,55.0
passes_long,126.0
passes_total_distance,7841.0
passes_free_kicks,12.0
through_balls,1.0
passes_pressure,82.0
passes_switches,20.0
crosses,35.0
corner_kicks,1.0
passes_intercepted,16.0
passes_blocked,19.0
dispossessed,7.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,17.0
gca,3.0
xg,0.1
crosses_into_penalty_area,4.0
passes_into_final_third,30.0
passes_into_penalty_area,7.0
progressive_passes,42.0
carry_progressive_distance,919.0
assisted_shots,7.0
fouled,14.0
pens_won,0.0
tackles,19.0
interceptions,22.0
blocks,18.0
tackles_won,10.0
dribble_tackles,12.0
dribbles_vs,27.0
pressures,74.0
pressure_regains,20.0
clearances,25.0
errors,2.0
aerials_won,11.0
aerials_lost,8.0
ball_recoveries,98.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
