position,LW
minutes,65
passes_completed,21
passes,33
dribbles_completed,1
dribbles,2
passes_completed_short,9
passes_short,13
passes_completed_medium,10
passes_medium,14
passes_completed_long,0
passes_long,2
passes_total_distance,296
passes_free_kicks,0
through_balls,0
passes_pressure,2
passes_switches,1
crosses,1
corner_kicks,0
passes_intercepted,2
passes_blocked,2
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,2
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,3
passes_into_penalty_area,0
progressive_passes,3
carry_progressive_distance,56
assisted_shots,0
fouled,1
pens_won,0
tackles,1
interceptions,0
blocks,3
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,7
pressure_regains,2
clearances,0
errors,0
aerials_won,0
aerials_lost,2
ball_recoveries,13
pens_conceded,0
fouls,0
cards_yellow_red,0
