position,CM
minutes,405.0
passes_completed,136.0
passes,184.0
dribbles_completed,12.0
dribbles,15.0
passes_completed_short,58.0
passes_short,65.0
passes_completed_medium,56.0
passes_medium,75.0
passes_completed_long,19.0
passes_long,35.0
passes_total_distance,2509.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,50.0
passes_switches,7.0
crosses,6.0
corner_kicks,1.0
passes_intercepted,9.0
passes_blocked,3.0
dispossessed,9.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,12.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,16.0
passes_into_penalty_area,3.0
progressive_passes,18.0
carry_progressive_distance,609.0
assisted_shots,3.0
fouled,7.0
pens_won,0.0
tackles,14.0
interceptions,12.0
blocks,12.0
tackles_won,8.0
dribble_tackles,6.0
dribbles_vs,24.0
pressures,107.0
pressure_regains,23.0
clearances,1.0
errors,0.0
aerials_won,3.0
aerials_lost,6.0
ball_recoveries,44.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
