position,RM
minutes,166.0
passes_completed,43.0
passes,59.0
dribbles_completed,1.0
dribbles,3.0
passes_completed_short,23.0
passes_short,27.0
passes_completed_medium,15.0
passes_medium,22.0
passes_completed_long,5.0
passes_long,7.0
passes_total_distance,758.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,19.0
passes_switches,0.0
crosses,2.0
corner_kicks,1.0
passes_intercepted,4.0
passes_blocked,3.0
dispossessed,3.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,4.0
sca,5.0
gca,2.0
xg,0.4
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,1.0
progressive_passes,3.0
carry_progressive_distance,196.0
assisted_shots,3.0
fouled,4.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,2.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,14.0
pressure_regains,2.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,16.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
