position,FW
minutes,85
passes_completed,56
passes,67
dribbles_completed,1
dribbles,1
passes_completed_short,26
passes_short,27
passes_completed_medium,22
passes_medium,23
passes_completed_long,6
passes_long,13
passes_total_distance,959
passes_free_kicks,3
through_balls,0
passes_pressure,7
passes_switches,4
crosses,3
corner_kicks,2
passes_intercepted,1
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,2
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,10
passes_into_penalty_area,1
progressive_passes,8
carry_progressive_distance,89
assisted_shots,2
fouled,1
pens_won,0
tackles,0
interceptions,0
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,4
pressure_regains,0
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,3
pens_conceded,0
fouls,0
cards_yellow_red,0
