position,CM
minutes,75
passes_completed,18
passes,20
dribbles_completed,1
dribbles,2
passes_completed_short,11
passes_short,12
passes_completed_medium,5
passes_medium,5
passes_completed_long,1
passes_long,1
passes_total_distance,256
passes_free_kicks,0
through_balls,0
passes_pressure,1
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,0
goals,0
assists,1
pens_made,0
pens_att,0
shots_total,4
shots_on_target,0
sca,1
gca,1
xg,0.7
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,1
progressive_passes,1
carry_progressive_distance,83
assisted_shots,1
fouled,0
pens_won,0
tackles,0
interceptions,1
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,8
pressure_regains,2
clearances,1
errors,0
aerials_won,1
aerials_lost,2
ball_recoveries,2
pens_conceded,0
fouls,1
cards_yellow_red,0
