position,RW
minutes,253.0
passes_completed,71.0
passes,92.0
dribbles_completed,4.0
dribbles,8.0
passes_completed_short,40.0
passes_short,46.0
passes_completed_medium,24.0
passes_medium,31.0
passes_completed_long,4.0
passes_long,9.0
passes_total_distance,1040.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,25.0
passes_switches,1.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,2.0
dispossessed,2.0
goals,1.0
assists,1.0
pens_made,1.0
pens_att,1.0
shots_total,4.0
shots_on_target,2.0
sca,5.0
gca,3.0
xg,0.9
crosses_into_penalty_area,1.0
passes_into_final_third,4.0
passes_into_penalty_area,1.0
progressive_passes,3.0
carry_progressive_distance,412.0
assisted_shots,2.0
fouled,6.0
pens_won,0.0
tackles,8.0
interceptions,4.0
blocks,4.0
tackles_won,4.0
dribble_tackles,3.0
dribbles_vs,6.0
pressures,30.0
pressure_regains,6.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,3.0
ball_recoveries,17.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
