position,RM
minutes,524.0
passes_completed,179.0
passes,236.0
dribbles_completed,9.0
dribbles,13.0
passes_completed_short,84.0
passes_short,100.0
passes_completed_medium,72.0
passes_medium,92.0
passes_completed_long,19.0
passes_long,31.0
passes_total_distance,3098.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,52.0
passes_switches,4.0
crosses,8.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,6.0
dispossessed,8.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,2.0
sca,19.0
gca,1.0
xg,0.9
crosses_into_penalty_area,1.0
passes_into_final_third,17.0
passes_into_penalty_area,5.0
progressive_passes,22.0
carry_progressive_distance,849.0
assisted_shots,11.0
fouled,5.0
pens_won,0.0
tackles,16.0
interceptions,11.0
blocks,9.0
tackles_won,7.0
dribble_tackles,7.0
dribbles_vs,21.0
pressures,126.0
pressure_regains,26.0
clearances,3.0
errors,0.0
aerials_won,8.0
aerials_lost,6.0
ball_recoveries,54.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
