position,RB
minutes,90
passes_completed,33
passes,39
dribbles_completed,0
dribbles,0
passes_completed_short,9
passes_short,9
passes_completed_medium,15
passes_medium,19
passes_completed_long,9
passes_long,11
passes_total_distance,781
passes_free_kicks,2
through_balls,0
passes_pressure,0
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,3
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,4
passes_into_penalty_area,1
progressive_passes,6
carry_progressive_distance,107
assisted_shots,1
fouled,3
pens_won,0
tackles,0
interceptions,0
blocks,4
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,3
pressure_regains,1
clearances,2
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,12
pens_conceded,0
fouls,3
cards_yellow_red,0
