position,RB
minutes,82
passes_completed,27
passes,37
dribbles_completed,2
dribbles,5
passes_completed_short,11
passes_short,13
passes_completed_medium,13
passes_medium,19
passes_completed_long,2
passes_long,4
passes_total_distance,462
passes_free_kicks,0
through_balls,0
passes_pressure,2
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,0
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,1
progressive_passes,3
carry_progressive_distance,71
assisted_shots,0
fouled,1
pens_won,0
tackles,0
interceptions,0
blocks,3
tackles_won,0
dribble_tackles,0
dribbles_vs,2
pressures,26
pressure_regains,7
clearances,2
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,5
pens_conceded,0
fouls,0
cards_yellow_red,0
