position,DM
minutes,360.0
passes_completed,280.0
passes,321.0
dribbles_completed,2.0
dribbles,5.0
passes_completed_short,140.0
passes_short,154.0
passes_completed_medium,105.0
passes_medium,112.0
passes_completed_long,28.0
passes_long,44.0
passes_total_distance,4807.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,77.0
passes_switches,15.0
crosses,3.0
corner_kicks,13.0
passes_intercepted,3.0
passes_blocked,4.0
dispossessed,5.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,2.0
sca,12.0
gca,2.0
xg,0.4
crosses_into_penalty_area,0.0
passes_into_final_third,23.0
passes_into_penalty_area,1.0
progressive_passes,21.0
carry_progressive_distance,460.0
assisted_shots,8.0
fouled,8.0
pens_won,0.0
tackles,7.0
interceptions,4.0
blocks,7.0
tackles_won,5.0
dribble_tackles,2.0
dribbles_vs,9.0
pressures,46.0
pressure_regains,9.0
clearances,5.0
errors,0.0
aerials_won,6.0
aerials_lost,2.0
ball_recoveries,34.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
