position,RB
minutes,90
passes_completed,23
passes,39
dribbles_completed,0
dribbles,0
passes_completed_short,10
passes_short,12
passes_completed_medium,10
passes_medium,16
passes_completed_long,3
passes_long,9
passes_total_distance,437
passes_free_kicks,0
through_balls,0
passes_pressure,4
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,3
passes_blocked,1
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,0
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,3
passes_into_penalty_area,0
progressive_passes,3
carry_progressive_distance,45
assisted_shots,0
fouled,1
pens_won,0
tackles,6
interceptions,3
blocks,5
tackles_won,2
dribble_tackles,5
dribbles_vs,7
pressures,1
pressure_regains,0
clearances,2
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,10
pens_conceded,0
fouls,0
cards_yellow_red,0
