position,LM
minutes,90
passes_completed,45
passes,54
dribbles_completed,1
dribbles,2
passes_completed_short,22
passes_short,25
passes_completed_medium,16
passes_medium,18
passes_completed_long,6
passes_long,8
passes_total_distance,761
passes_free_kicks,1
through_balls,0
passes_pressure,13
passes_switches,3
crosses,1
corner_kicks,1
passes_intercepted,1
passes_blocked,2
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,1
sca,1
gca,0
xg,0.2
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,134
assisted_shots,0
fouled,2
pens_won,0
tackles,0
interceptions,2
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,11
pressure_regains,3
clearances,0
errors,0
aerials_won,0
aerials_lost,2
ball_recoveries,13
pens_conceded,0
fouls,3
cards_yellow_red,0
