position,DM
minutes,624.0
passes_completed,237.0
passes,294.0
dribbles_completed,3.0
dribbles,10.0
passes_completed_short,86.0
passes_short,103.0
passes_completed_medium,117.0
passes_medium,139.0
passes_completed_long,30.0
passes_long,43.0
passes_total_distance,4613.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,44.0
passes_switches,8.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,5.0
dispossessed,5.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,7.0
gca,1.0
xg,0.2
crosses_into_penalty_area,0.0
passes_into_final_third,32.0
passes_into_penalty_area,3.0
progressive_passes,32.0
carry_progressive_distance,631.0
assisted_shots,5.0
fouled,13.0
pens_won,0.0
tackles,19.0
interceptions,10.0
blocks,7.0
tackles_won,10.0
dribble_tackles,5.0
dribbles_vs,7.0
pressures,80.0
pressure_regains,27.0
clearances,8.0
errors,0.0
aerials_won,10.0
aerials_lost,5.0
ball_recoveries,111.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
