position,DM
minutes,2466.0
passes_completed,1449.0
passes,1718.0
dribbles_completed,33.0
dribbles,46.0
passes_completed_short,509.0
passes_short,574.0
passes_completed_medium,679.0
passes_medium,761.0
passes_completed_long,232.0
passes_long,322.0
passes_total_distance,28506.0
passes_free_kicks,16.0
through_balls,1.0
passes_pressure,279.0
passes_switches,32.0
crosses,7.0
corner_kicks,1.0
passes_intercepted,38.0
passes_blocked,31.0
dispossessed,35.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,2.0
sca,46.0
gca,3.0
xg,0.7999999999999999
crosses_into_penalty_area,2.0
passes_into_final_third,153.0
passes_into_penalty_area,12.0
progressive_passes,159.0
carry_progressive_distance,4025.0
assisted_shots,14.0
fouled,22.0
pens_won,0.0
tackles,47.0
interceptions,67.0
blocks,60.0
tackles_won,32.0
dribble_tackles,9.0
dribbles_vs,52.0
pressures,370.0
pressure_regains,105.0
clearances,23.0
errors,1.0
aerials_won,10.0
aerials_lost,8.0
ball_recoveries,319.0
pens_conceded,1.0
fouls,33.0
cards_yellow_red,1.0
