position,RB
minutes,45
passes_completed,20
passes,28
dribbles_completed,0
dribbles,0
passes_completed_short,11
passes_short,12
passes_completed_medium,6
passes_medium,10
passes_completed_long,3
passes_long,5
passes_total_distance,343
passes_free_kicks,0
through_balls,0
passes_pressure,8
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,3
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,0
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,3
passes_into_penalty_area,1
progressive_passes,3
carry_progressive_distance,53
assisted_shots,0
fouled,2
pens_won,0
tackles,2
interceptions,0
blocks,5
tackles_won,1
dribble_tackles,1
dribbles_vs,2
pressures,20
pressure_regains,6
clearances,0
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,6
pens_conceded,0
fouls,0
cards_yellow_red,0
