position,CM
minutes,2200.0
passes_completed,1282.0
passes,1577.0
dribbles_completed,12.0
dribbles,16.0
passes_completed_short,446.0
passes_short,493.0
passes_completed_medium,583.0
passes_medium,661.0
passes_completed_long,245.0
passes_long,403.0
passes_total_distance,26739.0
passes_free_kicks,74.0
through_balls,2.0
passes_pressure,319.0
passes_switches,92.0
crosses,54.0
corner_kicks,111.0
passes_intercepted,13.0
passes_blocked,15.0
dispossessed,22.0
goals,0.0
assists,7.0
pens_made,0.0
pens_att,0.0
shots_total,12.0
shots_on_target,2.0
sca,97.0
gca,13.0
xg,0.1
crosses_into_penalty_area,12.0
passes_into_final_third,152.0
passes_into_penalty_area,33.0
progressive_passes,137.0
carry_progressive_distance,3098.0
assisted_shots,67.0
fouled,30.0
pens_won,0.0
tackles,75.0
interceptions,18.0
blocks,53.0
tackles_won,50.0
dribble_tackles,26.0
dribbles_vs,87.0
pressures,603.0
pressure_regains,152.0
clearances,35.0
errors,1.0
aerials_won,13.0
aerials_lost,26.0
ball_recoveries,283.0
pens_conceded,1.0
fouls,34.0
cards_yellow_red,0.0
