position,RW
minutes,2665.0
passes_completed,546.0
passes,837.0
dribbles_completed,41.0
dribbles,80.0
passes_completed_short,297.0
passes_short,413.0
passes_completed_medium,178.0
passes_medium,253.0
passes_completed_long,55.0
passes_long,96.0
passes_total_distance,8745.0
passes_free_kicks,6.0
through_balls,3.0
passes_pressure,256.0
passes_switches,18.0
crosses,40.0
corner_kicks,0.0
passes_intercepted,38.0
passes_blocked,71.0
dispossessed,82.0
goals,13.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,87.0
shots_on_target,27.0
sca,76.0
gca,10.0
xg,8.999999999999998
crosses_into_penalty_area,3.0
passes_into_final_third,39.0
passes_into_penalty_area,25.0
progressive_passes,72.0
carry_progressive_distance,4389.0
assisted_shots,17.0
fouled,73.0
pens_won,2.0
tackles,55.0
interceptions,14.0
blocks,33.0
tackles_won,34.0
dribble_tackles,9.0
dribbles_vs,26.0
pressures,632.0
pressure_regains,169.0
clearances,35.0
errors,0.0
aerials_won,47.0
aerials_lost,97.0
ball_recoveries,226.0
pens_conceded,0.0
fouls,33.0
cards_yellow_red,0.0
