position,LW
minutes,331.0
passes_completed,110.0
passes,139.0
dribbles_completed,4.0
dribbles,5.0
passes_completed_short,68.0
passes_short,79.0
passes_completed_medium,34.0
passes_medium,41.0
passes_completed_long,7.0
passes_long,14.0
passes_total_distance,1563.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,25.0
passes_switches,2.0
crosses,0.0
corner_kicks,8.0
passes_intercepted,4.0
passes_blocked,3.0
dispossessed,8.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,1.0
sca,10.0
gca,1.0
xg,0.7
crosses_into_penalty_area,0.0
passes_into_final_third,11.0
passes_into_penalty_area,0.0
progressive_passes,6.0
carry_progressive_distance,532.0
assisted_shots,2.0
fouled,6.0
pens_won,1.0
tackles,5.0
interceptions,1.0
blocks,1.0
tackles_won,4.0
dribble_tackles,2.0
dribbles_vs,3.0
pressures,65.0
pressure_regains,15.0
clearances,5.0
errors,0.0
aerials_won,0.0
aerials_lost,2.0
ball_recoveries,25.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
