position,LW
minutes,90
passes_completed,28
passes,36
dribbles_completed,0
dribbles,1
passes_completed_short,11
passes_short,12
passes_completed_medium,12
passes_medium,13
passes_completed_long,5
passes_long,10
passes_total_distance,546
passes_free_kicks,0
through_balls,0
passes_pressure,7
passes_switches,2
crosses,2
corner_kicks,2
passes_intercepted,0
passes_blocked,1
dispossessed,3
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,2
sca,6
gca,0
xg,0.1
crosses_into_penalty_area,1
passes_into_final_third,2
passes_into_penalty_area,1
progressive_passes,2
carry_progressive_distance,69
assisted_shots,4
fouled,1
pens_won,0
tackles,2
interceptions,0
blocks,4
tackles_won,2
dribble_tackles,1
dribbles_vs,3
pressures,26
pressure_regains,6
clearances,2
errors,0
aerials_won,1
aerials_lost,0
ball_recoveries,8
pens_conceded,0
fouls,2
cards_yellow_red,0
