position,FW
minutes,280.0
passes_completed,55.0
passes,78.0
dribbles_completed,7.0
dribbles,10.0
passes_completed_short,35.0
passes_short,42.0
passes_completed_medium,15.0
passes_medium,20.0
passes_completed_long,1.0
passes_long,5.0
passes_total_distance,679.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,18.0
passes_switches,0.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,5.0
dispossessed,15.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,3.0
sca,10.0
gca,0.0
xg,0.8
crosses_into_penalty_area,0.0
passes_into_final_third,2.0
passes_into_penalty_area,2.0
progressive_passes,6.0
carry_progressive_distance,305.0
assisted_shots,4.0
fouled,6.0
pens_won,0.0
tackles,7.0
interceptions,1.0
blocks,5.0
tackles_won,5.0
dribble_tackles,0.0
dribbles_vs,4.0
pressures,97.0
pressure_regains,24.0
clearances,4.0
errors,0.0
aerials_won,5.0
aerials_lost,19.0
ball_recoveries,23.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
