position,RM
minutes,853.0
passes_completed,274.0
passes,378.0
dribbles_completed,20.0
dribbles,27.0
passes_completed_short,134.0
passes_short,163.0
passes_completed_medium,115.0
passes_medium,143.0
passes_completed_long,20.0
passes_long,54.0
passes_total_distance,4537.0
passes_free_kicks,7.0
through_balls,2.0
passes_pressure,64.0
passes_switches,12.0
crosses,31.0
corner_kicks,8.0
passes_intercepted,8.0
passes_blocked,17.0
dispossessed,22.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,7.0
sca,39.0
gca,2.0
xg,0.8
crosses_into_penalty_area,4.0
passes_into_final_third,24.0
passes_into_penalty_area,13.0
progressive_passes,35.0
carry_progressive_distance,1703.0
assisted_shots,18.0
fouled,18.0
pens_won,0.0
tackles,17.0
interceptions,12.0
blocks,24.0
tackles_won,12.0
dribble_tackles,7.0
dribbles_vs,29.0
pressures,207.0
pressure_regains,43.0
clearances,5.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,64.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
