position,CB
minutes,1111.0
passes_completed,263.0
passes,346.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,84.0
passes_short,100.0
passes_completed_medium,116.0
passes_medium,135.0
passes_completed_long,61.0
passes_long,107.0
passes_total_distance,5782.0
passes_free_kicks,11.0
through_balls,0.0
passes_pressure,56.0
passes_switches,11.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,4.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,1.0
sca,5.0
gca,2.0
xg,0.3
crosses_into_penalty_area,0.0
passes_into_final_third,19.0
passes_into_penalty_area,2.0
progressive_passes,15.0
carry_progressive_distance,942.0
assisted_shots,1.0
fouled,1.0
pens_won,0.0
tackles,21.0
interceptions,10.0
blocks,25.0
tackles_won,14.0
dribble_tackles,12.0
dribbles_vs,18.0
pressures,101.0
pressure_regains,31.0
clearances,103.0
errors,3.0
aerials_won,29.0
aerials_lost,22.0
ball_recoveries,85.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
