position,WB
minutes,270.0
passes_completed,75.0
passes,108.0
dribbles_completed,2.0
dribbles,4.0
passes_completed_short,46.0
passes_short,52.0
passes_completed_medium,23.0
passes_medium,37.0
passes_completed_long,4.0
passes_long,13.0
passes_total_distance,1119.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,34.0
passes_switches,0.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,6.0
dispossessed,4.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,2.0
gca,0.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,7.0
passes_into_penalty_area,1.0
progressive_passes,4.0
carry_progressive_distance,130.0
assisted_shots,1.0
fouled,1.0
pens_won,0.0
tackles,4.0
interceptions,2.0
blocks,5.0
tackles_won,2.0
dribble_tackles,3.0
dribbles_vs,11.0
pressures,101.0
pressure_regains,14.0
clearances,10.0
errors,0.0
aerials_won,4.0
aerials_lost,4.0
ball_recoveries,27.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
