position,WB
minutes,629.0
passes_completed,213.0
passes,298.0
dribbles_completed,5.0
dribbles,12.0
passes_completed_short,86.0
passes_short,105.0
passes_completed_medium,103.0
passes_medium,133.0
passes_completed_long,21.0
passes_long,45.0
passes_total_distance,3789.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,40.0
passes_switches,4.0
crosses,14.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,15.0
dispossessed,4.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,11.0
gca,2.0
xg,0.0
crosses_into_penalty_area,3.0
passes_into_final_third,17.0
passes_into_penalty_area,7.0
progressive_passes,24.0
carry_progressive_distance,714.0
assisted_shots,4.0
fouled,3.0
pens_won,0.0
tackles,24.0
interceptions,3.0
blocks,19.0
tackles_won,10.0
dribble_tackles,7.0
dribbles_vs,11.0
pressures,128.0
pressure_regains,34.0
clearances,13.0
errors,0.0
aerials_won,5.0
aerials_lost,6.0
ball_recoveries,62.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
