position,FW
minutes,1784.0
passes_completed,283.0
passes,441.0
dribbles_completed,25.0
dribbles,46.0
passes_completed_short,178.0
passes_short,245.0
passes_completed_medium,71.0
passes_medium,130.0
passes_completed_long,20.0
passes_long,36.0
passes_total_distance,4058.0
passes_free_kicks,0.0
through_balls,4.0
passes_pressure,145.0
passes_switches,5.0
crosses,17.0
corner_kicks,0.0
passes_intercepted,16.0
passes_blocked,15.0
dispossessed,50.0
goals,6.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,55.0
shots_on_target,17.0
sca,33.0
gca,5.0
xg,5.000000000000001
crosses_into_penalty_area,1.0
passes_into_final_third,22.0
passes_into_penalty_area,7.0
progressive_passes,20.0
carry_progressive_distance,1369.0
assisted_shots,10.0
fouled,32.0
pens_won,1.0
tackles,13.0
interceptions,9.0
blocks,29.0
tackles_won,8.0
dribble_tackles,5.0
dribbles_vs,12.0
pressures,392.0
pressure_regains,109.0
clearances,16.0
errors,0.0
aerials_won,86.0
aerials_lost,118.0
ball_recoveries,86.0
pens_conceded,0.0
fouls,34.0
cards_yellow_red,0.0
