position,RW
minutes,208.0
passes_completed,68.0
passes,100.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,32.0
passes_short,48.0
passes_completed_medium,30.0
passes_medium,35.0
passes_completed_long,5.0
passes_long,13.0
passes_total_distance,1186.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,18.0
passes_switches,1.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,5.0
dispossessed,3.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,2.0
sca,8.0
gca,2.0
xg,0.5
crosses_into_penalty_area,0.0
passes_into_final_third,4.0
passes_into_penalty_area,0.0
progressive_passes,4.0
carry_progressive_distance,404.0
assisted_shots,2.0
fouled,4.0
pens_won,0.0
tackles,4.0
interceptions,0.0
blocks,2.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,41.0
pressure_regains,14.0
clearances,0.0
errors,0.0
aerials_won,1.0
aerials_lost,0.0
ball_recoveries,16.0
pens_conceded,1.0
fouls,2.0
cards_yellow_red,0.0
