position,GK
minutes,3420.0
passes_completed,712.0
passes,1087.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,62.0
passes_short,64.0
passes_completed_medium,251.0
passes_medium,252.0
passes_completed_long,398.0
passes_long,770.0
passes_total_distance,28362.0
passes_free_kicks,84.0
through_balls,0.0
passes_pressure,86.0
passes_switches,29.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,2.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,5.0
gca,1.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,11.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,1281.0
assisted_shots,1.0
fouled,4.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,1.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,1.0
pressure_regains,0.0
clearances,2.0
errors,1.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,166.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
