position,GK
minutes,3420.0
passes_completed,686.0
passes,1152.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,64.0
passes_short,66.0
passes_completed_medium,267.0
passes_medium,269.0
passes_completed_long,354.0
passes_long,813.0
passes_total_distance,26442.0
passes_free_kicks,98.0
through_balls,0.0
passes_pressure,120.0
passes_switches,30.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,6.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,2.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,21.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,1870.0
assisted_shots,0.0
fouled,5.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,3.0
pressures,3.0
pressure_regains,0.0
clearances,5.0
errors,3.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,195.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
