position,CB
minutes,2151.0
passes_completed,591.0
passes,849.0
dribbles_completed,2.0
dribbles,3.0
passes_completed_short,194.0
passes_short,244.0
passes_completed_medium,301.0
passes_medium,393.0
passes_completed_long,90.0
passes_long,197.0
passes_total_distance,12101.0
passes_free_kicks,20.0
through_balls,1.0
passes_pressure,149.0
passes_switches,12.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,12.0
dispossessed,4.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,1.0
sca,14.0
gca,2.0
xg,0.6
crosses_into_penalty_area,0.0
passes_into_final_third,53.0
passes_into_penalty_area,2.0
progressive_passes,61.0
carry_progressive_distance,1242.0
assisted_shots,7.0
fouled,7.0
pens_won,0.0
tackles,43.0
interceptions,52.0
blocks,57.0
tackles_won,28.0
dribble_tackles,18.0
dribbles_vs,36.0
pressures,266.0
pressure_regains,70.0
clearances,172.0
errors,0.0
aerials_won,69.0
aerials_lost,52.0
ball_recoveries,286.0
pens_conceded,0.0
fouls,22.0
cards_yellow_red,0.0
