position,AM
minutes,1663.0
passes_completed,668.0
passes,788.0
dribbles_completed,19.0
dribbles,39.0
passes_completed_short,388.0
passes_short,430.0
passes_completed_medium,214.0
passes_medium,253.0
passes_completed_long,36.0
passes_long,56.0
passes_total_distance,9707.0
passes_free_kicks,3.0
through_balls,3.0
passes_pressure,118.0
passes_switches,5.0
crosses,13.0
corner_kicks,2.0
passes_intercepted,14.0
passes_blocked,16.0
dispossessed,24.0
goals,4.0
assists,2.0
pens_made,1.0
pens_att,1.0
shots_total,31.0
shots_on_target,12.0
sca,60.0
gca,11.0
xg,4.999999999999999
crosses_into_penalty_area,1.0
passes_into_final_third,59.0
passes_into_penalty_area,14.0
progressive_passes,47.0
carry_progressive_distance,2155.0
assisted_shots,17.0
fouled,25.0
pens_won,2.0
tackles,20.0
interceptions,10.0
blocks,23.0
tackles_won,10.0
dribble_tackles,4.0
dribbles_vs,33.0
pressures,535.0
pressure_regains,140.0
clearances,6.0
errors,0.0
aerials_won,1.0
aerials_lost,17.0
ball_recoveries,101.0
pens_conceded,0.0
fouls,27.0
cards_yellow_red,0.0
