position,WB
minutes,250.0
passes_completed,69.0
passes,114.0
dribbles_completed,4.0
dribbles,5.0
passes_completed_short,23.0
passes_short,27.0
passes_completed_medium,35.0
passes_medium,51.0
passes_completed_long,10.0
passes_long,29.0
passes_total_distance,1350.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,17.0
passes_switches,2.0
crosses,9.0
corner_kicks,5.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,4.0
gca,1.0
xg,0.1
crosses_into_penalty_area,2.0
passes_into_final_third,1.0
passes_into_penalty_area,2.0
progressive_passes,4.0
carry_progressive_distance,325.0
assisted_shots,1.0
fouled,1.0
pens_won,0.0
tackles,6.0
interceptions,1.0
blocks,3.0
tackles_won,2.0
dribble_tackles,4.0
dribbles_vs,8.0
pressures,45.0
pressure_regains,15.0
clearances,5.0
errors,0.0
aerials_won,1.0
aerials_lost,3.0
ball_recoveries,38.0
pens_conceded,1.0
fouls,2.0
cards_yellow_red,0.0
