position,RM
minutes,368.0
passes_completed,86.0
passes,121.0
dribbles_completed,5.0
dribbles,13.0
passes_completed_short,59.0
passes_short,78.0
passes_completed_medium,21.0
passes_medium,32.0
passes_completed_long,2.0
passes_long,2.0
passes_total_distance,1107.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,27.0
passes_switches,0.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,4.0
dispossessed,10.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,7.0
sca,11.0
gca,0.0
xg,1.7000000000000002
crosses_into_penalty_area,0.0
passes_into_final_third,9.0
passes_into_penalty_area,6.0
progressive_passes,10.0
carry_progressive_distance,319.0
assisted_shots,4.0
fouled,5.0
pens_won,0.0
tackles,5.0
interceptions,2.0
blocks,4.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,108.0
pressure_regains,15.0
clearances,2.0
errors,0.0
aerials_won,7.0
aerials_lost,7.0
ball_recoveries,21.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
