position,RW
minutes,369.0
passes_completed,204.0
passes,232.0
dribbles_completed,13.0
dribbles,18.0
passes_completed_short,108.0
passes_short,112.0
passes_completed_medium,79.0
passes_medium,87.0
passes_completed_long,17.0
passes_long,26.0
passes_total_distance,3345.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,52.0
passes_switches,4.0
crosses,6.0
corner_kicks,1.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,13.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,1.0
sca,7.0
gca,0.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,18.0
passes_into_penalty_area,3.0
progressive_passes,20.0
carry_progressive_distance,769.0
assisted_shots,2.0
fouled,6.0
pens_won,0.0
tackles,5.0
interceptions,4.0
blocks,7.0
tackles_won,5.0
dribble_tackles,1.0
dribbles_vs,3.0
pressures,50.0
pressure_regains,14.0
clearances,3.0
errors,0.0
aerials_won,0.0
aerials_lost,1.0
ball_recoveries,32.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
