position,CM
minutes,90
passes_completed,31
passes,40
dribbles_completed,3
dribbles,4
passes_completed_short,13
passes_short,16
passes_completed_medium,11
passes_medium,14
passes_completed_long,6
passes_long,7
passes_total_distance,601
passes_free_kicks,2
through_balls,0
passes_pressure,12
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,2
passes_blocked,2
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,4
shots_on_target,1
sca,2
gca,0
xg,0.4
crosses_into_penalty_area,0
passes_into_final_third,5
passes_into_penalty_area,0
progressive_passes,8
carry_progressive_distance,241
assisted_shots,0
fouled,5
pens_won,0
tackles,4
interceptions,1
blocks,2
tackles_won,4
dribble_tackles,1
dribbles_vs,4
pressures,29
pressure_regains,8
clearances,3
errors,0
aerials_won,1
aerials_lost,1
ball_recoveries,8
pens_conceded,0
fouls,1
cards_yellow_red,0
