position,RB
minutes,460.0
passes_completed,251.0
passes,298.0
dribbles_completed,4.0
dribbles,8.0
passes_completed_short,118.0
passes_short,127.0
passes_completed_medium,97.0
passes_medium,113.0
passes_completed_long,34.0
passes_long,47.0
passes_total_distance,4684.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,41.0
passes_switches,11.0
crosses,12.0
corner_kicks,1.0
passes_intercepted,2.0
passes_blocked,9.0
dispossessed,4.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,2.0
sca,11.0
gca,2.0
xg,0.5
crosses_into_penalty_area,4.0
passes_into_final_third,5.0
passes_into_penalty_area,8.0
progressive_passes,13.0
carry_progressive_distance,1213.0
assisted_shots,3.0
fouled,3.0
pens_won,0.0
tackles,8.0
interceptions,5.0
blocks,9.0
tackles_won,5.0
dribble_tackles,3.0
dribbles_vs,7.0
pressures,53.0
pressure_regains,15.0
clearances,9.0
errors,1.0
aerials_won,1.0
aerials_lost,5.0
ball_recoveries,46.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
