position,CB
minutes,997.0
passes_completed,389.0
passes,467.0
dribbles_completed,2.0
dribbles,4.0
passes_completed_short,125.0
passes_short,137.0
passes_completed_medium,188.0
passes_medium,202.0
passes_completed_long,74.0
passes_long,111.0
passes_total_distance,8321.0
passes_free_kicks,21.0
through_balls,1.0
passes_pressure,56.0
passes_switches,14.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,12.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,6.0
gca,0.0
xg,0.6
crosses_into_penalty_area,1.0
passes_into_final_third,20.0
passes_into_penalty_area,3.0
progressive_passes,23.0
carry_progressive_distance,838.0
assisted_shots,1.0
fouled,9.0
pens_won,0.0
tackles,14.0
interceptions,7.0
blocks,21.0
tackles_won,8.0
dribble_tackles,9.0
dribbles_vs,18.0
pressures,112.0
pressure_regains,32.0
clearances,36.0
errors,0.0
aerials_won,16.0
aerials_lost,9.0
ball_recoveries,81.0
pens_conceded,1.0
fouls,20.0
cards_yellow_red,0.0
