position,WB
minutes,2090.0
passes_completed,660.0
passes,901.0
dribbles_completed,6.0
dribbles,14.0
passes_completed_short,327.0
passes_short,380.0
passes_completed_medium,264.0
passes_medium,345.0
passes_completed_long,61.0
passes_long,134.0
passes_total_distance,11355.0
passes_free_kicks,9.0
through_balls,0.0
passes_pressure,114.0
passes_switches,22.0
crosses,62.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,42.0
dispossessed,15.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,20.0
shots_on_target,5.0
sca,31.0
gca,0.0
xg,1.7000000000000004
crosses_into_penalty_area,16.0
passes_into_final_third,44.0
passes_into_penalty_area,22.0
progressive_passes,78.0
carry_progressive_distance,1987.0
assisted_shots,16.0
fouled,14.0
pens_won,0.0
tackles,16.0
interceptions,10.0
blocks,42.0
tackles_won,9.0
dribble_tackles,11.0
dribbles_vs,30.0
pressures,222.0
pressure_regains,62.0
clearances,79.0
errors,0.0
aerials_won,53.0
aerials_lost,37.0
ball_recoveries,110.0
pens_conceded,1.0
fouls,29.0
cards_yellow_red,0.0
