position,DM
minutes,529.0
passes_completed,186.0
passes,233.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,108.0
passes_short,126.0
passes_completed_medium,53.0
passes_medium,64.0
passes_completed_long,13.0
passes_long,21.0
passes_total_distance,2724.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,56.0
passes_switches,3.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,6.0
dispossessed,4.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,0.0
sca,12.0
gca,2.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,14.0
passes_into_penalty_area,2.0
progressive_passes,14.0
carry_progressive_distance,357.0
assisted_shots,6.0
fouled,2.0
pens_won,0.0
tackles,16.0
interceptions,3.0
blocks,17.0
tackles_won,10.0
dribble_tackles,3.0
dribbles_vs,14.0
pressures,107.0
pressure_regains,37.0
clearances,11.0
errors,0.0
aerials_won,27.0
aerials_lost,23.0
ball_recoveries,56.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,1.0
