position,GK
minutes,3060.0
passes_completed,841.0
passes,1138.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,174.0
passes_short,175.0
passes_completed_medium,253.0
passes_medium,255.0
passes_completed_long,373.0
passes_long,667.0
passes_total_distance,26634.0
passes_free_kicks,103.0
through_balls,2.0
passes_pressure,75.0
passes_switches,57.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,1.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,6.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,21.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,1500.0
assisted_shots,2.0
fouled,4.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,5.0
pressure_regains,1.0
clearances,0.0
errors,1.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,118.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
