position,WB
minutes,2605.0
passes_completed,1179.0
passes,1501.0
dribbles_completed,16.0
dribbles,46.0
passes_completed_short,666.0
passes_short,743.0
passes_completed_medium,401.0
passes_medium,517.0
passes_completed_long,93.0
passes_long,179.0
passes_total_distance,19069.0
passes_free_kicks,11.0
through_balls,1.0
passes_pressure,228.0
passes_switches,29.0
crosses,72.0
corner_kicks,0.0
passes_intercepted,22.0
passes_blocked,42.0
dispossessed,17.0
goals,9.0
assists,7.0
pens_made,0.0
pens_att,0.0
shots_total,52.0
shots_on_target,20.0
sca,71.0
gca,12.0
xg,5.899999999999998
crosses_into_penalty_area,15.0
passes_into_final_third,78.0
passes_into_penalty_area,47.0
progressive_passes,150.0
carry_progressive_distance,3729.0
assisted_shots,36.0
fouled,38.0
pens_won,0.0
tackles,60.0
interceptions,17.0
blocks,55.0
tackles_won,32.0
dribble_tackles,18.0
dribbles_vs,54.0
pressures,358.0
pressure_regains,109.0
clearances,56.0
errors,0.0
aerials_won,43.0
aerials_lost,23.0
ball_recoveries,225.0
pens_conceded,0.0
fouls,30.0
cards_yellow_red,0.0
