position,CM
minutes,1387.0
passes_completed,494.0
passes,600.0
dribbles_completed,4.0
dribbles,11.0
passes_completed_short,255.0
passes_short,290.0
passes_completed_medium,199.0
passes_medium,233.0
passes_completed_long,28.0
passes_long,48.0
passes_total_distance,7798.0
passes_free_kicks,6.0
through_balls,1.0
passes_pressure,153.0
passes_switches,6.0
crosses,11.0
corner_kicks,1.0
passes_intercepted,3.0
passes_blocked,20.0
dispossessed,12.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,5.0
sca,29.0
gca,4.0
xg,1.2000000000000002
crosses_into_penalty_area,3.0
passes_into_final_third,39.0
passes_into_penalty_area,9.0
progressive_passes,46.0
carry_progressive_distance,714.0
assisted_shots,11.0
fouled,23.0
pens_won,0.0
tackles,34.0
interceptions,8.0
blocks,24.0
tackles_won,19.0
dribble_tackles,14.0
dribbles_vs,39.0
pressures,298.0
pressure_regains,72.0
clearances,18.0
errors,0.0
aerials_won,33.0
aerials_lost,26.0
ball_recoveries,149.0
pens_conceded,0.0
fouls,28.0
cards_yellow_red,0.0
