position,CM
minutes,211.0
passes_completed,179.0
passes,200.0
dribbles_completed,5.0
dribbles,7.0
passes_completed_short,63.0
passes_short,65.0
passes_completed_medium,97.0
passes_medium,106.0
passes_completed_long,15.0
passes_long,20.0
passes_total_distance,3279.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,30.0
passes_switches,5.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,5.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,10.0
gca,3.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,17.0
passes_into_penalty_area,0.0
progressive_passes,9.0
carry_progressive_distance,428.0
assisted_shots,3.0
fouled,2.0
pens_won,0.0
tackles,4.0
interceptions,1.0
blocks,5.0
tackles_won,3.0
dribble_tackles,0.0
dribbles_vs,6.0
pressures,52.0
pressure_regains,16.0
clearances,3.0
errors,0.0
aerials_won,5.0
aerials_lost,1.0
ball_recoveries,26.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
