position,AM
minutes,64
passes_completed,17
passes,21
dribbles_completed,0
dribbles,0
passes_completed_short,11
passes_short,12
passes_completed_medium,6
passes_medium,7
passes_completed_long,0
passes_long,1
passes_total_distance,267
passes_free_kicks,1
through_balls,0
passes_pressure,8
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,2
gca,1
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,0
carry_progressive_distance,31
assisted_shots,1
fouled,1
pens_won,0
tackles,1
interceptions,0
blocks,0
tackles_won,1
dribble_tackles,0
dribbles_vs,1
pressures,12
pressure_regains,2
clearances,2
errors,0
aerials_won,1
aerials_lost,0
ball_recoveries,5
pens_conceded,0
fouls,1
cards_yellow_red,0
