position,LW
minutes,1338.0
passes_completed,589.0
passes,700.0
dribbles_completed,27.0
dribbles,38.0
passes_completed_short,314.0
passes_short,347.0
passes_completed_medium,188.0
passes_medium,217.0
passes_completed_long,52.0
passes_long,82.0
passes_total_distance,9071.0
passes_free_kicks,10.0
through_balls,2.0
passes_pressure,161.0
passes_switches,15.0
crosses,14.0
corner_kicks,15.0
passes_intercepted,5.0
passes_blocked,20.0
dispossessed,21.0
goals,3.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,44.0
shots_on_target,14.0
sca,75.0
gca,12.0
xg,3.600000000000001
crosses_into_penalty_area,1.0
passes_into_final_third,33.0
passes_into_penalty_area,23.0
progressive_passes,44.0
carry_progressive_distance,2004.0
assisted_shots,27.0
fouled,33.0
pens_won,1.0
tackles,19.0
interceptions,5.0
blocks,15.0
tackles_won,14.0
dribble_tackles,7.0
dribbles_vs,20.0
pressures,244.0
pressure_regains,63.0
clearances,5.0
errors,0.0
aerials_won,8.0
aerials_lost,19.0
ball_recoveries,106.0
pens_conceded,0.0
fouls,20.0
cards_yellow_red,0.0
