position,RM
minutes,87
passes_completed,22
passes,30
dribbles_completed,1
dribbles,2
passes_completed_short,8
passes_short,9
passes_completed_medium,8
passes_medium,11
passes_completed_long,5
passes_long,6
passes_total_distance,465
passes_free_kicks,1
through_balls,0
passes_pressure,11
passes_switches,2
crosses,0
corner_kicks,2
passes_intercepted,1
passes_blocked,1
dispossessed,3
goals,0
assists,1
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,4
gca,1
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,4
carry_progressive_distance,108
assisted_shots,2
fouled,3
pens_won,0
tackles,1
interceptions,0
blocks,2
tackles_won,1
dribble_tackles,0
dribbles_vs,0
pressures,22
pressure_regains,4
clearances,0
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,8
pens_conceded,0
fouls,1
cards_yellow_red,0
