position,CB
minutes,2638.0
passes_completed,985.0
passes,1246.0
dribbles_completed,7.0
dribbles,7.0
passes_completed_short,205.0
passes_short,237.0
passes_completed_medium,523.0
passes_medium,582.0
passes_completed_long,247.0
passes_long,404.0
passes_total_distance,23717.0
passes_free_kicks,90.0
through_balls,0.0
passes_pressure,150.0
passes_switches,48.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,12.0
dispossessed,2.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,2.0
sca,17.0
gca,1.0
xg,0.5
crosses_into_penalty_area,1.0
passes_into_final_third,78.0
passes_into_penalty_area,10.0
progressive_passes,82.0
carry_progressive_distance,3805.0
assisted_shots,5.0
fouled,24.0
pens_won,0.0
tackles,46.0
interceptions,13.0
blocks,81.0
tackles_won,21.0
dribble_tackles,15.0
dribbles_vs,35.0
pressures,346.0
pressure_regains,101.0
clearances,179.0
errors,0.0
aerials_won,79.0
aerials_lost,53.0
ball_recoveries,287.0
pens_conceded,0.0
fouls,43.0
cards_yellow_red,1.0
