position,CB
minutes,548.0
passes_completed,326.0
passes,433.0
dribbles_completed,4.0
dribbles,6.0
passes_completed_short,152.0
passes_short,169.0
passes_completed_medium,123.0
passes_medium,151.0
passes_completed_long,47.0
passes_long,97.0
passes_total_distance,6191.0
passes_free_kicks,13.0
through_balls,1.0
passes_pressure,35.0
passes_switches,21.0
crosses,26.0
corner_kicks,24.0
passes_intercepted,4.0
passes_blocked,18.0
dispossessed,4.0
goals,0.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,3.0
sca,18.0
gca,4.0
xg,0.7
crosses_into_penalty_area,4.0
passes_into_final_third,32.0
passes_into_penalty_area,10.0
progressive_passes,37.0
carry_progressive_distance,1049.0
assisted_shots,13.0
fouled,7.0
pens_won,0.0
tackles,11.0
interceptions,2.0
blocks,9.0
tackles_won,7.0
dribble_tackles,5.0
dribbles_vs,10.0
pressures,94.0
pressure_regains,33.0
clearances,17.0
errors,0.0
aerials_won,3.0
aerials_lost,5.0
ball_recoveries,69.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
