position,RM
minutes,895.0
passes_completed,175.0
passes,271.0
dribbles_completed,9.0
dribbles,17.0
passes_completed_short,94.0
passes_short,120.0
passes_completed_medium,62.0
passes_medium,87.0
passes_completed_long,15.0
passes_long,44.0
passes_total_distance,2887.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,47.0
passes_switches,9.0
crosses,25.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,20.0
dispossessed,11.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,3.0
sca,24.0
gca,3.0
xg,0.7
crosses_into_penalty_area,7.0
passes_into_final_third,9.0
passes_into_penalty_area,8.0
progressive_passes,22.0
carry_progressive_distance,703.0
assisted_shots,10.0
fouled,19.0
pens_won,1.0
tackles,15.0
interceptions,5.0
blocks,11.0
tackles_won,9.0
dribble_tackles,4.0
dribbles_vs,18.0
pressures,194.0
pressure_regains,42.0
clearances,15.0
errors,0.0
aerials_won,15.0
aerials_lost,28.0
ball_recoveries,68.0
pens_conceded,0.0
fouls,27.0
cards_yellow_red,0.0
