position,LB
minutes,1006.0
passes_completed,432.0
passes,545.0
dribbles_completed,9.0
dribbles,26.0
passes_completed_short,189.0
passes_short,209.0
passes_completed_medium,199.0
passes_medium,250.0
passes_completed_long,33.0
passes_long,56.0
passes_total_distance,7458.0
passes_free_kicks,13.0
through_balls,0.0
passes_pressure,55.0
passes_switches,6.0
crosses,23.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,23.0
dispossessed,11.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,16.0
gca,0.0
xg,0.0
crosses_into_penalty_area,7.0
passes_into_final_third,38.0
passes_into_penalty_area,9.0
progressive_passes,41.0
carry_progressive_distance,1503.0
assisted_shots,11.0
fouled,13.0
pens_won,0.0
tackles,16.0
interceptions,5.0
blocks,21.0
tackles_won,10.0
dribble_tackles,8.0
dribbles_vs,12.0
pressures,113.0
pressure_regains,38.0
clearances,27.0
errors,1.0
aerials_won,9.0
aerials_lost,11.0
ball_recoveries,101.0
pens_conceded,1.0
fouls,21.0
cards_yellow_red,0.0
