position,LW
minutes,44
passes_completed,12
passes,15
dribbles_completed,0
dribbles,0
passes_completed_short,8
passes_short,11
passes_completed_medium,4
passes_medium,4
passes_completed_long,0
passes_long,0
passes_total_distance,165
passes_free_kicks,0
through_balls,0
passes_pressure,2
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,2
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,0
sca,2
gca,0
xg,0.2
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,0
carry_progressive_distance,87
assisted_shots,0
fouled,0
pens_won,0
tackles,3
interceptions,0
blocks,1
tackles_won,2
dribble_tackles,2
dribbles_vs,3
pressures,7
pressure_regains,2
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,5
pens_conceded,0
fouls,0
cards_yellow_red,0
