position,LM
minutes,90
passes_completed,61
passes,71
dribbles_completed,0
dribbles,1
passes_completed_short,30
passes_short,32
passes_completed_medium,22
passes_medium,24
passes_completed_long,7
passes_long,11
passes_total_distance,1081
passes_free_kicks,0
through_balls,0
passes_pressure,10
passes_switches,3
crosses,3
corner_kicks,4
passes_intercepted,0
passes_blocked,3
dispossessed,2
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,4
shots_on_target,2
sca,3
gca,0
xg,0.6
crosses_into_penalty_area,0
passes_into_final_third,11
passes_into_penalty_area,4
progressive_passes,11
carry_progressive_distance,305
assisted_shots,1
fouled,2
pens_won,0
tackles,1
interceptions,1
blocks,1
tackles_won,1
dribble_tackles,1
dribbles_vs,3
pressures,12
pressure_regains,3
clearances,0
errors,0
aerials_won,1
aerials_lost,0
ball_recoveries,9
pens_conceded,0
fouls,0
cards_yellow_red,0
