position,RM
minutes,67
passes_completed,26
passes,35
dribbles_completed,0
dribbles,0
passes_completed_short,19
passes_short,19
passes_completed_medium,5
passes_medium,8
passes_completed_long,2
passes_long,4
passes_total_distance,372
passes_free_kicks,0
through_balls,0
passes_pressure,12
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,4
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,1
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,1
carry_progressive_distance,53
assisted_shots,1
fouled,0
pens_won,0
tackles,1
interceptions,1
blocks,2
tackles_won,1
dribble_tackles,0
dribbles_vs,2
pressures,26
pressure_regains,5
clearances,1
errors,0
aerials_won,6
aerials_lost,1
ball_recoveries,6
pens_conceded,0
fouls,3
cards_yellow_red,0
