position,AM
minutes,2489.0
passes_completed,1044.0
passes,1346.0
dribbles_completed,29.0
dribbles,49.0
passes_completed_short,502.0
passes_short,609.0
passes_completed_medium,427.0
passes_medium,512.0
passes_completed_long,92.0
passes_long,150.0
passes_total_distance,17832.0
passes_free_kicks,42.0
through_balls,2.0
passes_pressure,332.0
passes_switches,20.0
crosses,27.0
corner_kicks,1.0
passes_intercepted,26.0
passes_blocked,57.0
dispossessed,33.0
goals,7.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,32.0
shots_on_target,14.0
sca,49.0
gca,3.0
xg,4.699999999999999
crosses_into_penalty_area,3.0
passes_into_final_third,121.0
passes_into_penalty_area,24.0
progressive_passes,118.0
carry_progressive_distance,3154.0
assisted_shots,20.0
fouled,52.0
pens_won,0.0
tackles,44.0
interceptions,15.0
blocks,50.0
tackles_won,31.0
dribble_tackles,7.0
dribbles_vs,31.0
pressures,439.0
pressure_regains,135.0
clearances,48.0
errors,0.0
aerials_won,67.0
aerials_lost,127.0
ball_recoveries,267.0
pens_conceded,0.0
fouls,34.0
cards_yellow_red,0.0
