position,LM
minutes,90
passes_completed,29
passes,41
dribbles_completed,3
dribbles,5
passes_completed_short,15
passes_short,19
passes_completed_medium,11
passes_medium,14
passes_completed_long,1
passes_long,5
passes_total_distance,428
passes_free_kicks,0
through_balls,0
passes_pressure,6
passes_switches,0
crosses,3
corner_kicks,1
passes_intercepted,0
passes_blocked,3
dispossessed,5
goals,0
assists,1
pens_made,0
pens_att,0
shots_total,3
shots_on_target,1
sca,8
gca,2
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,4
passes_into_penalty_area,2
progressive_passes,8
carry_progressive_distance,268
assisted_shots,3
fouled,3
pens_won,0
tackles,4
interceptions,0
blocks,0
tackles_won,4
dribble_tackles,0
dribbles_vs,6
pressures,27
pressure_regains,8
clearances,0
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,10
pens_conceded,0
fouls,3
cards_yellow_red,0
