position,RB
minutes,2085.0
passes_completed,1112.0
passes,1364.0
dribbles_completed,28.0
dribbles,42.0
passes_completed_short,508.0
passes_short,552.0
passes_completed_medium,470.0
passes_medium,560.0
passes_completed_long,118.0
passes_long,201.0
passes_total_distance,19702.0
passes_free_kicks,28.0
through_balls,1.0
passes_pressure,179.0
passes_switches,21.0
crosses,24.0
corner_kicks,0.0
passes_intercepted,29.0
passes_blocked,38.0
dispossessed,17.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,17.0
shots_on_target,3.0
sca,34.0
gca,4.0
xg,1.1
crosses_into_penalty_area,3.0
passes_into_final_third,124.0
passes_into_penalty_area,11.0
progressive_passes,126.0
carry_progressive_distance,3800.0
assisted_shots,13.0
fouled,24.0
pens_won,0.0
tackles,41.0
interceptions,29.0
blocks,56.0
tackles_won,22.0
dribble_tackles,21.0
dribbles_vs,41.0
pressures,363.0
pressure_regains,109.0
clearances,90.0
errors,3.0
aerials_won,49.0
aerials_lost,35.0
ball_recoveries,221.0
pens_conceded,0.0
fouls,30.0
cards_yellow_red,0.0
