position,RM
minutes,83
passes_completed,20
passes,24
dribbles_completed,2
dribbles,3
passes_completed_short,8
passes_short,10
passes_completed_medium,11
passes_medium,11
passes_completed_long,1
passes_long,2
passes_total_distance,348
passes_free_kicks,0
through_balls,0
passes_pressure,1
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,2
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,1
sca,2
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,1
carry_progressive_distance,65
assisted_shots,0
fouled,3
pens_won,0
tackles,0
interceptions,0
blocks,5
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,15
pressure_regains,6
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,5
pens_conceded,0
fouls,2
cards_yellow_red,0
