position,DM
minutes,1486.0
passes_completed,691.0
passes,840.0
dribbles_completed,3.0
dribbles,6.0
passes_completed_short,244.0
passes_short,260.0
passes_completed_medium,316.0
passes_medium,340.0
passes_completed_long,114.0
passes_long,210.0
passes_total_distance,14154.0
passes_free_kicks,67.0
through_balls,1.0
passes_pressure,94.0
passes_switches,65.0
crosses,22.0
corner_kicks,76.0
passes_intercepted,9.0
passes_blocked,9.0
dispossessed,6.0
goals,4.0
assists,4.0
pens_made,4.0
pens_att,5.0
shots_total,10.0
shots_on_target,3.0
sca,53.0
gca,6.0
xg,4.3
crosses_into_penalty_area,2.0
passes_into_final_third,51.0
passes_into_penalty_area,8.0
progressive_passes,55.0
carry_progressive_distance,873.0
assisted_shots,33.0
fouled,15.0
pens_won,0.0
tackles,32.0
interceptions,20.0
blocks,38.0
tackles_won,20.0
dribble_tackles,7.0
dribbles_vs,56.0
pressures,307.0
pressure_regains,86.0
clearances,33.0
errors,0.0
aerials_won,14.0
aerials_lost,8.0
ball_recoveries,180.0
pens_conceded,0.0
fouls,22.0
cards_yellow_red,0.0
