position,WB
minutes,36
passes_completed,24
passes,33
dribbles_completed,0
dribbles,0
passes_completed_short,7
passes_short,8
passes_completed_medium,12
passes_medium,15
passes_completed_long,4
passes_long,8
passes_total_distance,520
passes_free_kicks,0
through_balls,0
passes_pressure,5
passes_switches,2
crosses,6
corner_kicks,1
passes_intercepted,1
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,4
gca,0
xg,0.0
crosses_into_penalty_area,1
passes_into_final_third,4
passes_into_penalty_area,1
progressive_passes,3
carry_progressive_distance,151
assisted_shots,2
fouled,0
pens_won,0
tackles,0
interceptions,0
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,13
pressure_regains,4
clearances,0
errors,0
aerials_won,1
aerials_lost,0
ball_recoveries,11
pens_conceded,0
fouls,2
cards_yellow_red,0
