position,CM
minutes,1878.0
passes_completed,997.0
passes,1116.0
dribbles_completed,37.0
dribbles,48.0
passes_completed_short,531.0
passes_short,567.0
passes_completed_medium,373.0
passes_medium,399.0
passes_completed_long,69.0
passes_long,87.0
passes_total_distance,15784.0
passes_free_kicks,2.0
through_balls,1.0
passes_pressure,214.0
passes_switches,18.0
crosses,20.0
corner_kicks,0.0
passes_intercepted,11.0
passes_blocked,33.0
dispossessed,27.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,6.0
sca,49.0
gca,6.0
xg,0.7999999999999999
crosses_into_penalty_area,3.0
passes_into_final_third,79.0
passes_into_penalty_area,9.0
progressive_passes,42.0
carry_progressive_distance,3312.0
assisted_shots,14.0
fouled,27.0
pens_won,0.0
tackles,56.0
interceptions,26.0
blocks,45.0
tackles_won,39.0
dribble_tackles,19.0
dribbles_vs,43.0
pressures,485.0
pressure_regains,146.0
clearances,17.0
errors,0.0
aerials_won,22.0
aerials_lost,15.0
ball_recoveries,159.0
pens_conceded,0.0
fouls,49.0
cards_yellow_red,1.0
